"id_azienda","azienda","partita_iva","email_azienda","telefono_azienda","id_servizio","servizio","descrizione_servizio","id_asset","asset","descrizione_asset","tipo_asset","criticita","stato_asset","ambiente","ubicazione","numero_contratto","scadenza_contratto","sla","uptime_garantito","fornitore","nome_referente_fornitore","cognome_referente_fornitore","email_referente_fornitore","telefono_referente_fornitore","nome_punto_contatto","cognome_punto_contatto","email_punto_contatto","telefono_punto_contatto","ruolo_punto_contatto"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","18","Gestione documentale","Sistema per archiviazione, versionamento e condivisione controllata dei documenti. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","196","AZ003-CLOUD-036","Servizio cloud gestito utilizzato per funzioni applicative o infrastrutturali. Asset censito per Nordica Logistica S.r.l. e collocato in Cloud EU-Central.","Servizio Cloud","ALTA","ATTIVO","PRODUZIONE","Cloud EU-Central","CTR-2022-003-04","2023-11-21","8","99.90","Orion Backup Solutions S.r.l.","Laura","Mancini","laura.mancini@orionbackupsolutionssrl.it","+39 02 7001477","Elena","Moretti","elena.moretti@nordicalogisticasrl.it","+39 323 1000663","Owner"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","18","Gestione documentale","Sistema per archiviazione, versionamento e condivisione controllata dei documenti. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","196","AZ003-CLOUD-036","Servizio cloud gestito utilizzato per funzioni applicative o infrastrutturali. Asset censito per Nordica Logistica S.r.l. e collocato in Cloud EU-Central.","Servizio Cloud","ALTA","ATTIVO","PRODUZIONE","Cloud EU-Central","CTR-2022-003-04","2023-11-21","8","99.90","Orion Backup Solutions S.r.l.","Laura","Mancini","laura.mancini@orionbackupsolutionssrl.it","+39 02 7001477","Paolo","Esposito","paolo.esposito@nordicalogisticasrl.it","+39 323 1000680","Referente servizio"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","18","Gestione documentale","Sistema per archiviazione, versionamento e condivisione controllata dei documenti. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","207","AZ003-SRV-047","Server applicativo o infrastrutturale utilizzato per l erogazione dei servizi aziendali. Asset censito per Nordica Logistica S.r.l. e collocato in Sede centrale.","Server","ALTA","ATTIVO","PRODUZIONE","Sede centrale","CTR-2024-003-11","2026-03-04","24","99.95","Argon Cyber Defense S.r.l.","Giulia","De Luca","giulia.de luca@argoncyberdefensesrl.it","+39 02 7005486","Roberto","Leone","roberto.leone@nordicalogisticasrl.it","+39 323 1000850","Amministratore di sistema"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","18","Gestione documentale","Sistema per archiviazione, versionamento e condivisione controllata dei documenti. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","207","AZ003-SRV-047","Server applicativo o infrastrutturale utilizzato per l erogazione dei servizi aziendali. Asset censito per Nordica Logistica S.r.l. e collocato in Sede centrale.","Server","ALTA","ATTIVO","PRODUZIONE","Sede centrale","CTR-2024-003-11","2026-03-04","24","99.95","Argon Cyber Defense S.r.l.","Giulia","De Luca","giulia.de luca@argoncyberdefensesrl.it","+39 02 7005486","Giulia","Santoro","giulia.santoro@nordicalogisticasrl.it","+39 323 1000918","Referente servizio"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","18","Gestione documentale","Sistema per archiviazione, versionamento e condivisione controllata dei documenti. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","218","AZ003-PC-058","Postazione di lavoro assegnata al personale per le attivita operative quotidiane. Asset censito per Nordica Logistica S.r.l. e collocato in Sede operativa Sud.","PC","MEDIA","ATTIVO","PRODUZIONE","Sede operativa Sud","CTR-2023-003-06","2026-04-03","24","99.99","Zenith Digital Services S.p.A.","Federica","Conti","federica.conti@zenithdigitalservicesspa.it","+39 02 7004431","Laura","Costa","laura.costa@nordicalogisticasrl.it","+39 323 1000731","Amministratore di sistema"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","18","Gestione documentale","Sistema per archiviazione, versionamento e condivisione controllata dei documenti. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","218","AZ003-PC-058","Postazione di lavoro assegnata al personale per le attivita operative quotidiane. Asset censito per Nordica Logistica S.r.l. e collocato in Sede operativa Sud.","PC","MEDIA","ATTIVO","PRODUZIONE","Sede operativa Sud","CTR-2023-003-06","2026-04-03","24","99.99","Zenith Digital Services S.p.A.","Federica","Conti","federica.conti@zenithdigitalservicesspa.it","+39 02 7004431","Laura","Ricci","laura.ricci@nordicalogisticasrl.it","+39 323 1000867","Responsabile sicurezza"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","19","Monitoraggio infrastruttura","Monitoraggio continuo di server, rete, applicazioni e disponibilita dei servizi. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","192","AZ003-SW-032","Switch di rete gestito per la connettivita dei sistemi e la segmentazione VLAN. Asset censito per Nordica Logistica S.r.l. e collocato in Sede operativa Nord.","Switch","MEDIA","IN_MANUTENZIONE","PRODUZIONE","Sede operativa Nord","CTR-2023-003-08","2025-08-15","4","99.70","CoreLink Infrastructure S.p.A.","Federica","Bianchi","federica.bianchi@corelinkinfrastructurespa.it","+39 02 7001055","Matteo","Rizzo","matteo.rizzo@nordicalogisticasrl.it","+39 323 1000901","Amministratore di sistema"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","19","Monitoraggio infrastruttura","Monitoraggio continuo di server, rete, applicazioni e disponibilita dei servizi. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","192","AZ003-SW-032","Switch di rete gestito per la connettivita dei sistemi e la segmentazione VLAN. Asset censito per Nordica Logistica S.r.l. e collocato in Sede operativa Nord.","Switch","MEDIA","IN_MANUTENZIONE","PRODUZIONE","Sede operativa Nord","CTR-2023-003-08","2025-08-15","4","99.70","CoreLink Infrastructure S.p.A.","Federica","Bianchi","federica.bianchi@corelinkinfrastructurespa.it","+39 02 7001055","Matteo","Caruso","matteo.caruso@nordicalogisticasrl.it","+39 323 1000765","Referente servizio"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","19","Monitoraggio infrastruttura","Monitoraggio continuo di server, rete, applicazioni e disponibilita dei servizi. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","203","AZ003-DB-043","Sistema database utilizzato per la persistenza dei dati applicativi e gestionali. Asset censito per Nordica Logistica S.r.l. e collocato in Cloud EU-West.","Database","ALTA","ATTIVO","PRODUZIONE","Cloud EU-West","CTR-2022-003-03","2025-09-14","4","99.80","TerraByte Solutions S.r.l.","Roberto","Greco","roberto.greco@terrabytesolutionssrl.it","+39 02 7006330","Giulia","Colombo","giulia.colombo@nordicalogisticasrl.it","+39 323 1000782","Amministratore di sistema"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","19","Monitoraggio infrastruttura","Monitoraggio continuo di server, rete, applicazioni e disponibilita dei servizi. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","203","AZ003-DB-043","Sistema database utilizzato per la persistenza dei dati applicativi e gestionali. Asset censito per Nordica Logistica S.r.l. e collocato in Cloud EU-West.","Database","ALTA","ATTIVO","PRODUZIONE","Cloud EU-West","CTR-2022-003-03","2025-09-14","4","99.80","TerraByte Solutions S.r.l.","Roberto","Greco","roberto.greco@terrabytesolutionssrl.it","+39 02 7006330","Roberto","Bruno","roberto.bruno@nordicalogisticasrl.it","+39 323 1000714","Responsabile sicurezza"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","19","Monitoraggio infrastruttura","Monitoraggio continuo di server, rete, applicazioni e disponibilita dei servizi. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","214","AZ003-APP-054","Applicazione aziendale a supporto di processi operativi o amministrativi. Asset censito per Nordica Logistica S.r.l. e collocato in CED secondario.","Applicazione","MEDIA","ATTIVO","PRODUZIONE","CED secondario","CTR-2023-003-10","2024-12-27","12","99.90","EverData Storage S.p.A.","Elena","Leone","elena.leone@everdatastoragespa.it","+39 02 7004009","Elena","Moretti","elena.moretti@nordicalogisticasrl.it","+39 323 1000663","Amministratore di sistema"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","19","Monitoraggio infrastruttura","Monitoraggio continuo di server, rete, applicazioni e disponibilita dei servizi. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","214","AZ003-APP-054","Applicazione aziendale a supporto di processi operativi o amministrativi. Asset censito per Nordica Logistica S.r.l. e collocato in CED secondario.","Applicazione","MEDIA","ATTIVO","PRODUZIONE","CED secondario","CTR-2023-003-10","2024-12-27","12","99.90","EverData Storage S.p.A.","Elena","Leone","elena.leone@everdatastoragespa.it","+39 02 7004009","Paolo","Esposito","paolo.esposito@nordicalogisticasrl.it","+39 323 1000680","Referente servizio"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","19","Monitoraggio infrastruttura","Monitoraggio continuo di server, rete, applicazioni e disponibilita dei servizi. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","225","AZ003-VM-065","Macchina virtuale ospitata sull infrastruttura di virtualizzazione aziendale. Asset censito per Nordica Logistica S.r.l. e collocato in Sede operativa Centro.","VM","ALTA","ATTIVO","TEST","Sede operativa Centro",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Roberto","Leone","roberto.leone@nordicalogisticasrl.it","+39 323 1000850","Amministratore di sistema"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","19","Monitoraggio infrastruttura","Monitoraggio continuo di server, rete, applicazioni e disponibilita dei servizi. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","225","AZ003-VM-065","Macchina virtuale ospitata sull infrastruttura di virtualizzazione aziendale. Asset censito per Nordica Logistica S.r.l. e collocato in Sede operativa Centro.","VM","ALTA","ATTIVO","TEST","Sede operativa Centro",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Giulia","Santoro","giulia.santoro@nordicalogisticasrl.it","+39 323 1000918","Referente servizio"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","20","Identity & Access Management","Gestione centralizzata delle identita digitali, autenticazione e autorizzazioni. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","199","AZ003-SRV-039","Server applicativo o infrastrutturale utilizzato per l erogazione dei servizi aziendali. Asset censito per Nordica Logistica S.r.l. e collocato in Sede centrale.","Server","ALTA","ATTIVO","PRODUZIONE","Sede centrale","CTR-2023-003-07","2024-06-09","48","99.50","Velaris Communication S.r.l.","Paolo","Ferrari","paolo.ferrari@velariscommunicationsrl.it","+39 02 7005908","Roberto","Bruno","roberto.bruno@nordicalogisticasrl.it","+39 323 1000714","Amministratore di sistema"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","20","Identity & Access Management","Gestione centralizzata delle identita digitali, autenticazione e autorizzazioni. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","199","AZ003-SRV-039","Server applicativo o infrastrutturale utilizzato per l erogazione dei servizi aziendali. Asset censito per Nordica Logistica S.r.l. e collocato in Sede centrale.","Server","ALTA","ATTIVO","PRODUZIONE","Sede centrale","CTR-2023-003-07","2024-06-09","48","99.50","Velaris Communication S.r.l.","Paolo","Ferrari","paolo.ferrari@velariscommunicationsrl.it","+39 02 7005908","Paolo","Giordano","paolo.giordano@nordicalogisticasrl.it","+39 323 1000816","Referente servizio"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","20","Identity & Access Management","Gestione centralizzata delle identita digitali, autenticazione e autorizzazioni. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","210","AZ003-PC-050","Postazione di lavoro assegnata al personale per le attivita operative quotidiane. Asset censito per Nordica Logistica S.r.l. e collocato in Sede operativa Sud.","PC","MEDIA","IN_MANUTENZIONE","TEST","Sede operativa Sud","CTR-2022-003-02","2024-07-09","48","99.70","Fortis Network Services S.p.A.","Laura","Santoro","laura.santoro@fortisnetworkservicesspa.it","+39 02 7004853","Matteo","Rizzo","matteo.rizzo@nordicalogisticasrl.it","+39 323 1000901","Amministratore di sistema"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","20","Identity & Access Management","Gestione centralizzata delle identita digitali, autenticazione e autorizzazioni. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","210","AZ003-PC-050","Postazione di lavoro assegnata al personale per le attivita operative quotidiane. Asset censito per Nordica Logistica S.r.l. e collocato in Sede operativa Sud.","PC","MEDIA","IN_MANUTENZIONE","TEST","Sede operativa Sud","CTR-2022-003-02","2024-07-09","48","99.70","Fortis Network Services S.p.A.","Laura","Santoro","laura.santoro@fortisnetworkservicesspa.it","+39 02 7004853","Matteo","Caruso","matteo.caruso@nordicalogisticasrl.it","+39 323 1000765","Referente servizio"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","20","Identity & Access Management","Gestione centralizzata delle identita digitali, autenticazione e autorizzazioni. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","221","AZ003-FW-061","Firewall perimetrale o di segmentazione utilizzato per il controllo del traffico di rete. Asset censito per Nordica Logistica S.r.l. e collocato in CED principale.","Firewall","ALTA","ATTIVO","PRODUZIONE","CED principale","CTR-2023-003-09","2026-10-21","8","99.80","HyperGrid Datacenter S.p.A.","Paolo","Costa","paolo.costa@hypergriddatacenterspa.it","+39 02 7002532","Giulia","Colombo","giulia.colombo@nordicalogisticasrl.it","+39 323 1000782","Owner"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","20","Identity & Access Management","Gestione centralizzata delle identita digitali, autenticazione e autorizzazioni. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","221","AZ003-FW-061","Firewall perimetrale o di segmentazione utilizzato per il controllo del traffico di rete. Asset censito per Nordica Logistica S.r.l. e collocato in CED principale.","Firewall","ALTA","ATTIVO","PRODUZIONE","CED principale","CTR-2023-003-09","2026-10-21","8","99.80","HyperGrid Datacenter S.p.A.","Paolo","Costa","paolo.costa@hypergriddatacenterspa.it","+39 02 7002532","Roberto","Bruno","roberto.bruno@nordicalogisticasrl.it","+39 323 1000714","Responsabile sicurezza"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","20","Identity & Access Management","Gestione centralizzata delle identita digitali, autenticazione e autorizzazioni. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","232","AZ003-SW-072","Switch di rete gestito per la connettivita dei sistemi e la segmentazione VLAN. Asset censito per Nordica Logistica S.r.l. e collocato in Sede operativa Nord.","Switch","MEDIA","ATTIVO","PRODUZIONE","Sede operativa Nord",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Elena","Moretti","elena.moretti@nordicalogisticasrl.it","+39 323 1000663","Amministratore di sistema"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","20","Identity & Access Management","Gestione centralizzata delle identita digitali, autenticazione e autorizzazioni. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","232","AZ003-SW-072","Switch di rete gestito per la connettivita dei sistemi e la segmentazione VLAN. Asset censito per Nordica Logistica S.r.l. e collocato in Sede operativa Nord.","Switch","MEDIA","ATTIVO","PRODUZIONE","Sede operativa Nord",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Paolo","Esposito","paolo.esposito@nordicalogisticasrl.it","+39 323 1000680","Referente servizio"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","21","Data warehouse","Piattaforma dati per reportistica direzionale e analisi aggregate. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","206","AZ003-APP-046","Applicazione aziendale a supporto di processi operativi o amministrativi. Asset censito per Nordica Logistica S.r.l. e collocato in CED secondario.","Applicazione","MEDIA","ATTIVO","SVILUPPO","CED secondario","CTR-2023-003-06","2026-04-03","24","99.99","Zenith Digital Services S.p.A.","Federica","Conti","federica.conti@zenithdigitalservicesspa.it","+39 02 7004431","Federica","Fontana","federica.fontana@nordicalogisticasrl.it","+39 323 1000833","Owner"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","21","Data warehouse","Piattaforma dati per reportistica direzionale e analisi aggregate. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","206","AZ003-APP-046","Applicazione aziendale a supporto di processi operativi o amministrativi. Asset censito per Nordica Logistica S.r.l. e collocato in CED secondario.","Applicazione","MEDIA","ATTIVO","SVILUPPO","CED secondario","CTR-2023-003-06","2026-04-03","24","99.99","Zenith Digital Services S.p.A.","Federica","Conti","federica.conti@zenithdigitalservicesspa.it","+39 02 7004431","Laura","Ricci","laura.ricci@nordicalogisticasrl.it","+39 323 1000867","Responsabile sicurezza"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","21","Data warehouse","Piattaforma dati per reportistica direzionale e analisi aggregate. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","217","AZ003-VM-057","Macchina virtuale ospitata sull infrastruttura di virtualizzazione aziendale. Asset censito per Nordica Logistica S.r.l. e collocato in Sede operativa Centro.","VM","ALTA","ATTIVO","PRODUZIONE","Sede operativa Centro","CTR-2022-003-01","2023-05-04","24","99.50","NetAxis Connectivity S.r.l.","Luca","Gallo","luca.gallo@netaxisconnectivitysrl.it","+39 02 7003376","Roberto","Bruno","roberto.bruno@nordicalogisticasrl.it","+39 323 1000714","Amministratore di sistema"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","21","Data warehouse","Piattaforma dati per reportistica direzionale e analisi aggregate. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","217","AZ003-VM-057","Macchina virtuale ospitata sull infrastruttura di virtualizzazione aziendale. Asset censito per Nordica Logistica S.r.l. e collocato in Sede operativa Centro.","VM","ALTA","ATTIVO","PRODUZIONE","Sede operativa Centro","CTR-2022-003-01","2023-05-04","24","99.50","NetAxis Connectivity S.r.l.","Luca","Gallo","luca.gallo@netaxisconnectivitysrl.it","+39 02 7003376","Paolo","Giordano","paolo.giordano@nordicalogisticasrl.it","+39 323 1000816","Referente servizio"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","21","Data warehouse","Piattaforma dati per reportistica direzionale e analisi aggregate. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","228","AZ003-CLOUD-068","Servizio cloud gestito utilizzato per funzioni applicative o infrastrutturali. Asset censito per Nordica Logistica S.r.l. e collocato in Cloud EU-Central.","Servizio Cloud","ALTA","DISMESSO","PRODUZIONE","Cloud EU-Central",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Matteo","Rizzo","matteo.rizzo@nordicalogisticasrl.it","+39 323 1000901","Amministratore di sistema"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","21","Data warehouse","Piattaforma dati per reportistica direzionale e analisi aggregate. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","228","AZ003-CLOUD-068","Servizio cloud gestito utilizzato per funzioni applicative o infrastrutturali. Asset censito per Nordica Logistica S.r.l. e collocato in Cloud EU-Central.","Servizio Cloud","ALTA","DISMESSO","PRODUZIONE","Cloud EU-Central",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Matteo","Caruso","matteo.caruso@nordicalogisticasrl.it","+39 323 1000765","Referente servizio"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","21","Data warehouse","Piattaforma dati per reportistica direzionale e analisi aggregate. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","239","AZ003-SRV-079","Server applicativo o infrastrutturale utilizzato per l erogazione dei servizi aziendali. Asset censito per Nordica Logistica S.r.l. e collocato in Sede centrale.","Server","ALTA","IN_MANUTENZIONE","PRODUZIONE","Sede centrale",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Giulia","Colombo","giulia.colombo@nordicalogisticasrl.it","+39 323 1000782","Amministratore di sistema"
"3","Nordica Logistica S.r.l.","10000023757","info@nordicalogisticasrl.it","+39 05 1000411","21","Data warehouse","Piattaforma dati per reportistica direzionale e analisi aggregate. Il servizio supporta i processi operativi di Nordica Logistica S.r.l..","239","AZ003-SRV-079","Server applicativo o infrastrutturale utilizzato per l erogazione dei servizi aziendali. Asset censito per Nordica Logistica S.r.l. e collocato in Sede centrale.","Server","ALTA","IN_MANUTENZIONE","PRODUZIONE","Sede centrale",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Roberto","Bruno","roberto.bruno@nordicalogisticasrl.it","+39 323 1000714","Responsabile sicurezza"
"4","Adriatica Sanita S.p.A.","10000031676","info@adriaticasanitaspa.it","+39 06 1000548","22","VPN accesso remoto","Servizio VPN per l accesso sicuro alle risorse aziendali da sedi remote. Il servizio supporta i processi operativi di Adriatica Sanita S.p.A..","245","AZ004-SW-005","Switch di rete gestito per la connettivita dei sistemi e la segmentazione VLAN. Asset censito per Adriatica Sanita S.p.A. e collocato in CED secondario.","Switch","MEDIA","ATTIVO","PRODUZIONE","CED secondario","CTR-2023-004-06","2024-05-14","48","99.70","Argon Cyber Defense S.r.l.","Giulia","De Luca","giulia.de luca@argoncyberdefensesrl.it","+39 02 7005486","Davide","Rossi","davide.rossi@adriaticasanitaspa.it","+39 324 1001071","Amministratore di sistema"
"4","Adriatica Sanita S.p.A.","10000031676","info@adriaticasanitaspa.it","+39 06 1000548","22","VPN accesso remoto","Servizio VPN per l accesso sicuro alle risorse aziendali da sedi remote. Il servizio supporta i processi operativi di Adriatica Sanita S.p.A..","245","AZ004-SW-005","Switch di rete gestito per la connettivita dei sistemi e la segmentazione VLAN. Asset censito per Adriatica Sanita S.p.A. e collocato in CED secondario.","Switch","MEDIA","ATTIVO","PRODUZIONE","CED secondario","CTR-2023-004-06","2024-05-14","48","99.70","Argon Cyber Defense S.r.l.","Giulia","De Luca","giulia.de luca@argoncyberdefensesrl.it","+39 02 7005486","Francesca","Esposito","francesca.esposito@adriaticasanitaspa.it","+39 324 1001224","Referente servizio"
"4","Adriatica Sanita S.p.A.","10000031676","info@adriaticasanitaspa.it","+39 06 1000548","22","VPN accesso remoto","Servizio VPN per l accesso sicuro alle risorse aziendali da sedi remote. Il servizio supporta i processi operativi di Adriatica Sanita S.p.A..","256","AZ004-DB-016","Sistema database utilizzato per la persistenza dei dati applicativi e gestionali. Asset censito per Adriatica Sanita S.p.A. e collocato in Sede operativa Centro.","Database","CRITICA","ATTIVO","PRODUZIONE","Sede operativa Centro","CTR-2022-004-01","2024-06-13","48","99.80","Zenith Digital Services S.p.A.","Federica","Conti","federica.conti@zenithdigitalservicesspa.it","+39 02 7004431","Francesca","Giordano","francesca.giordano@adriaticasanitaspa.it","+39 324 1000952","Owner"
"4","Adriatica Sanita S.p.A.","10000031676","info@adriaticasanitaspa.it","+39 06 1000548","22","VPN accesso remoto","Servizio VPN per l accesso sicuro alle risorse aziendali da sedi remote. Il servizio supporta i processi operativi di Adriatica Sanita S.p.A..","256","AZ004-DB-016","Sistema database utilizzato per la persistenza dei dati applicativi e gestionali. Asset censito per Adriatica Sanita S.p.A. e collocato in Sede operativa Centro.","Database","CRITICA","ATTIVO","PRODUZIONE","Sede operativa Centro","CTR-2022-004-01","2024-06-13","48","99.80","Zenith Digital Services S.p.A.","Federica","Conti","federica.conti@zenithdigitalservicesspa.it","+39 02 7004431","Fabio","Greco","fabio.greco@adriaticasanitaspa.it","+39 324 1001173","Responsabile sicurezza"
"4","Adriatica Sanita S.p.A.","10000031676","info@adriaticasanitaspa.it","+39 06 1000548","22","VPN accesso remoto","Servizio VPN per l accesso sicuro alle risorse aziendali da sedi remote. Il servizio supporta i processi operativi di Adriatica Sanita S.p.A..","267","AZ004-APP-027","Applicazione aziendale a supporto di processi operativi o amministrativi. Asset censito per Adriatica Sanita S.p.A. e collocato in Cloud EU-Central.","Applicazione","MEDIA","ATTIVO","PRODUZIONE","Cloud EU-Central","CTR-2023-004-08","2026-09-25","8","99.90","NovaDesk IT Services S.r.l.","Giulia","Romano","giulia.romano@novadeskitservicessrl.it","+39 02 7002110","Valentina","Ferrari","valentina.ferrari@adriaticasanitaspa.it","+39 324 1001139","Amministratore di sistema"
"4","Adriatica Sanita S.p.A.","10000031676","info@adriaticasanitaspa.it","+39 06 1000548","22","VPN accesso remoto","Servizio VPN per l accesso sicuro alle risorse aziendali da sedi remote. Il servizio supporta i processi operativi di Adriatica Sanita S.p.A..","267","AZ004-APP-027","Applicazione aziendale a supporto di processi operativi o amministrativi. Asset censito per Adriatica Sanita S.p.A. e collocato in Cloud EU-Central.","Applicazione","MEDIA","ATTIVO","PRODUZIONE","Cloud EU-Central","CTR-2023-004-08","2026-09-25","8","99.90","NovaDesk IT Services S.r.l.","Giulia","Romano","giulia.romano@novadeskitservicessrl.it","+39 02 7002110","Stefano","Lombardi","stefano.lombardi@adriaticasanitaspa.it","+39 324 1001122","Referente servizio"
"4","Adriatica Sanita S.p.A.","10000031676","info@adriaticasanitaspa.it","+39 06 1000548","22","VPN accesso remoto","Servizio VPN per l accesso sicuro alle risorse aziendali da sedi remote. Il servizio supporta i processi operativi di Adriatica Sanita S.p.A..","278","AZ004-VM-038","Macchina virtuale ospitata sull infrastruttura di virtualizzazione aziendale. Asset censito per Adriatica Sanita S.p.A. e collocato in Sede centrale.","VM","ALTA","DISMESSO","PRODUZIONE","Sede centrale","CTR-2022-004-03","2023-10-26","8","99.95","CoreLink Infrastructure S.p.A.","Federica","Bianchi","federica.bianchi@corelinkinfrastructurespa.it","+39 02 7001055","Giorgio","Conti","giorgio.conti@adriaticasanitaspa.it","+39 324 1001020","Amministratore di sistema"
"4","Adriatica Sanita S.p.A.","10000031676","info@adriaticasanitaspa.it","+39 06 1000548","22","VPN accesso remoto","Servizio VPN per l accesso sicuro alle risorse aziendali da sedi remote. Il servizio supporta i processi operativi di Adriatica Sanita S.p.A..","278","AZ004-VM-038","Macchina virtuale ospitata sull infrastruttura di virtualizzazione aziendale. Asset censito per Adriatica Sanita S.p.A. e collocato in Sede centrale.","VM","ALTA","DISMESSO","PRODUZIONE","Sede centrale","CTR-2022-004-03","2023-10-26","8","99.95","CoreLink Infrastructure S.p.A.","Federica","Bianchi","federica.bianchi@corelinkinfrastructurespa.it","+39 02 7001055","Davide","Rossi","davide.rossi@adriaticasanitaspa.it","+39 324 1001071","Referente servizio"
"4","Adriatica Sanita S.p.A.","10000031676","info@adriaticasanitaspa.it","+39 06 1000548","23","Backup centralizzato","Servizio di backup centralizzato con copie periodiche e procedure di ripristino. Il servizio supporta i processi operativi di Adriatica Sanita S.p.A..","252","AZ004-SRV-012","Server applicativo o infrastrutturale utilizzato per l erogazione dei servizi aziendali. Asset censito per Adriatica Sanita S.p.A. e collocato in CED principale.","Server","ALTA","ATTIVO","PRODUZIONE","CED principale","CTR-2023-004-05","2026-03-08","24","99.50","EverData Storage S.p.A.","Elena","Leone","elena.leone@everdatastoragespa.it","+39 02 7004009","Marco","Mancini","marco.mancini@adriaticasanitaspa.it","+39 324 1001190","Amministratore di sistema"
